unix,high,low,open,close,volume,adjclose,date
1464739200,4.77331018447876,4.621039867401123,4.653289794921875,4.740990161895752,4577160.0,4.740990161895752,2016-06-01
1464825600,4.759479999542236,4.67956018447876,4.744649887084961,4.715050220489502,2121360.0,4.715050220489502,2016-06-02
1464912000,4.865719795227051,4.705560207366943,4.719580173492432,4.8609700202941895,4061990.0,4.8609700202941895,2016-06-03
1464998400,4.902470111846924,4.770219802856445,4.863190174102783,4.808040142059326,3214800.0,4.808040142059326,2016-06-04
1465084800,4.842589855194092,4.786220073699951,4.7984299659729,4.812910079956055,2257820.0,4.812910079956055,2016-06-05
1465171200,4.966469764709473,4.810359954833984,4.814459800720215,4.959159851074219,2993510.0,4.959159851074219,2016-06-06
1465257600,4.980209827423096,4.722499847412109,4.954820156097412,4.770780086517334,3881380.0,4.770780086517334,2016-06-07
1465344000,4.786930084228516,4.689620018005371,4.774290084838867,4.748169898986816,3507640.0,4.748169898986816,2016-06-08
1465430400,4.779339790344238,4.674779891967773,4.7778801918029785,4.693120002746582,6438540.0,4.693120002746582,2016-06-09
1465516800,4.849520206451416,4.713150024414063,4.751999855041504,4.840000152587891,6975970.0,4.840000152587891,2016-06-10
1465603200,5.013979911804199,4.840370178222656,4.882339954376221,5.013979911804199,10294700.0,5.013979911804199,2016-06-11
1465689600,5.455440044403076,5.0465898513793945,5.067299842834473,5.333580017089844,13753200.0,5.333580017089844,2016-06-12
1465776000,5.541530132293701,5.158629894256592,5.414649963378906,5.290319919586182,8668280.0,5.290319919586182,2016-06-13
1465862400,5.306930065155029,5.097360134124756,5.305180072784424,5.204020023345947,8488220.0,5.204020023345947,2016-06-14
1465948800,5.242030143737793,5.108729839324951,5.223100185394287,5.239779949188232,3917000.0,5.239779949188232,2016-06-15
1466035200,5.660789966583252,5.253049850463867,5.253049850463867,5.660789966583252,9930590.0,5.660789966583252,2016-06-16
1466121600,5.946370124816895,5.280940055847168,5.672430038452148,5.5932698249816895,12383200.0,5.5932698249816895,2016-06-17
1466208000,5.693990230560303,5.488939762115479,5.603990077972412,5.55994987487793,7878070.0,5.55994987487793,2016-06-18
1466294400,5.626460075378418,5.507410049438477,5.560369968414307,5.593780040740967,3760240.0,5.593780040740967,2016-06-19
1466380800,5.625189781188965,5.269199848175049,5.625189781188965,5.294539928436279,4154880.0,5.294539928436279,2016-06-20
1466467200,5.286459922790527,4.695819854736328,5.273550033569336,4.821750164031982,11984800.0,4.821750164031982,2016-06-21
1466553600,4.919020175933838,3.880860090255737,4.8275299072265625,3.91070008277893,11522400.0,3.91070008277893,2016-06-22
1466640000,3.946290016174317,3.46606993675232,3.918139934539795,3.8505098819732666,11138900.0,3.8505098819732666,2016-06-23
1466726400,4.329410076141357,3.847189903259277,3.851830005645752,4.279099941253662,9364750.0,4.279099941253662,2016-06-24
1466812800,4.4357099533081055,3.924839973449707,4.274600028991699,4.233069896697998,6057000.0,4.233069896697998,2016-06-25
1466899200,4.2430100440979,3.971560001373291,4.2430100440979,4.074309825897217,4480920.0,4.074309825897217,2016-06-26
1466985600,4.155020236968994,4.028349876403809,4.051529884338379,4.119850158691406,2749620.0,4.119850158691406,2016-06-27
1467072000,4.182620048522949,4.066780090332031,4.137750148773193,4.1006598472595215,2867420.0,4.1006598472595215,2016-06-28
1467158400,4.10168981552124,4.030139923095703,4.10168981552124,4.061880111694336,2211450.0,4.061880111694336,2016-06-29
1467244800,4.210440158843994,4.044710159301758,4.077380180358887,4.19350004196167,2864910.0,4.19350004196167,2016-06-30
1467331200,4.333940029144287,4.17602014541626,4.193490028381348,4.255970001220703,6987180.0,4.255970001220703,2016-07-01
1467417600,4.607759952545166,4.240990161895752,4.277770042419434,4.5899200439453125,16646200.0,4.5899200439453125,2016-07-02
1467504000,4.660930156707764,4.185369968414307,4.660930156707764,4.253290176391602,7659710.0,4.253290176391602,2016-07-03
1467590400,4.540559768676758,4.213719844818115,4.2726898193359375,4.540559768676758,5062640.0,4.540559768676758,2016-07-04
1467676800,4.5577898025512695,4.357450008392334,4.5577898025512695,4.452280044555664,4707390.0,4.452280044555664,2016-07-05
1467763200,4.50738000869751,4.421909809112549,4.464459896087647,4.468220233917236,3238960.0,4.468220233917236,2016-07-06
1467849600,4.526150226593018,3.953989982604981,4.496560096740723,4.111879825592041,6277860.0,4.111879825592041,2016-07-07
1467936000,4.226210117340088,4.075170040130615,4.115670204162598,4.219910144805908,5033530.0,4.219910144805908,2016-07-08
1468022400,4.237390041351318,3.970789909362793,4.237390041351318,4.163070201873779,6256370.0,4.163070201873779,2016-07-09
1468108800,4.150269985198975,4.063260078430176,4.121570110321045,4.099830150604248,3039620.0,4.099830150604248,2016-07-10
1468195200,4.191050052642822,4.061299800872803,4.121180057525635,4.085440158843994,3282920.0,4.085440158843994,2016-07-11
1468281600,4.211740016937256,4.088129997253418,4.092189788818359,4.153279781341553,2734250.0,4.153279781341553,2016-07-12
1468368000,4.181739807128906,4.1334099769592285,4.162829875946045,4.1385498046875,2215370.0,4.1385498046875,2016-07-13
1468454400,4.175350189208984,4.123569965362549,4.140979766845703,4.148459911346436,1663660.0,4.148459911346436,2016-07-14
1468540800,4.180840015411377,4.147160053253174,4.1544599533081055,4.159770011901856,1668020.0,4.159770011901856,2016-07-15
1468627200,4.16480016708374,4.114449977874756,4.1527099609375,4.132669925689697,1378140.0,4.132669925689697,2016-07-16
1468713600,4.208640098571777,4.130770206451416,4.137720108032227,4.189889907836914,2155230.0,4.189889907836914,2016-07-17
1468800000,4.204440116882324,4.138350009918213,4.199389934539795,4.148220062255859,1577810.0,4.148220062255859,2016-07-18
1468886400,4.166009902954102,4.138460159301758,4.152750015258789,4.149159908294678,1563330.0,4.149159908294678,2016-07-19
1468972800,4.162869930267334,4.112480163574219,4.149990081787109,4.125060081481934,1908710.0,4.125060081481934,2016-07-20
1469059200,4.139289855957031,4.111690044403076,4.133190155029297,4.120230197906494,1422410.0,4.120230197906494,2016-07-21
1469145600,4.141990184783936,4.026179790496826,4.12578010559082,4.038290023803711,2677970.0,4.038290023803711,2016-07-22
1469232000,4.064070224761963,4.03046989440918,4.042600154876709,4.057000160217285,1568890.0,4.057000160217285,2016-07-23
1469318400,4.084080219268799,4.037869930267334,4.06374979019165,4.070670127868652,1839420.0,4.070670127868652,2016-07-24
1469404800,4.075699806213379,4.030449867248535,4.072619915008545,4.032040119171143,1535980.0,4.032040119171143,2016-07-25
1469491200,4.046060085296631,3.930989980697632,4.037189960479736,3.9702401161193848,2545920.0,3.9702401161193848,2016-07-26
1469577600,3.986350059509277,3.9347100257873535,3.9649100303649902,3.955889940261841,1847300.0,3.955889940261841,2016-07-27
1469664000,3.989530086517334,3.963880062103272,3.9657599925994873,3.967740058898926,1728410.0,3.967740058898926,2016-07-28
1469750400,4.096099853515625,3.9581799507141113,3.974790096282959,4.077439785003662,1744370.0,4.077439785003662,2016-07-29
